numberIndependentVariables,"""=""",3.0,,,,,,
25.0,-30.0,30.0,0.0207,0.3751,-1.52000,0.07910,-0.09700,-0.01160
25.0,-30.0,35.0,0.02110,0.3292,-1.61500,0.07510,-0.10400,0.00180
25.0,-30.0,40.0,0.0386,0.447,-1.77500,0.06730,-0.02500,0.00030
25.0,-30.0,45.0,0.04600,0.1634,-1.74000,0.07780,-0.05700,-0.01490
25.0,-30.0,50.0,0.0394,0.1366,-1.57000,0.06190,-0.10800,-0.02190
25.0,-30.0,55.0,0.03360,0.1735,-1.70000,0.04760,-0.12500,-0.05180
25.0,-30.0,60.0,0.01580,0.2233,-1.79500,0.06110,-0.14300,-0.02700
25.0,-30.0,70.0,-0.01860,0.2609,-1.78000,0.06540,-0.42200,0.01580
25.0,-30.0,80.0,-0.02420,0.3055,-1.95000,0.06380,-0.45000,0.01060
25.0,-30.0,90.0,-0.02080,0.3078,-1.92500,0.06070,-0.56000,0.01180
25.0,-25.0,-20.0,-0.11020,0.307,0.75000,-0.00090,-0.10230,-0.05150
25.0,-25.0,-15.0,-0.11800,0.322,0.49500,0.00330,-0.14320,-0.04630
25.0,-25.0,-10.0,-0.12120,0.3823,0.21200,0.00740,-0.18450,-0.05340
25.0,-25.0,-5.0,-0.10270,0.4778,0.09000,0.01960,-0.20000,-0.07140
25.0,-25.0,0.0,-0.08890,0.5258,-0.19000,0.02610,-0.19700,-0.08180
25.0,-25.0,5.0,-0.05880,0.5514,-0.46000,0.03760,-0.19200,-0.07490
25.0,-25.0,10.0,-0.01880,0.5185,-0.69000,0.05960,-0.16200,-0.07230
25.0,-25.0,15.0,0.01860,0.4665,-0.99000,0.06960,-0.14800,-0.05160
25.0,-25.0,20.0,0.06260,0.4633,-1.19500,0.07940,-0.09300,-0.03550
25.0,-25.0,25.0,0.06950,0.4195,-1.46000,0.07600,-0.10900,-0.02100
25.0,-25.0,30.0,0.03240,0.3161,-1.63500,0.04520,-0.18600,0.01420
25.0,-25.0,35.0,0.02820,0.2952,-1.75000,0.05630,-0.16000,0.02820
25.0,-25.0,40.0,0.04620,0.3885,-1.87500,0.05830,-0.08400,0.01930
25.0,-25.0,45.0,0.04380,0.0894,-1.84500,0.06250,-0.06800,-0.00070
25.0,-25.0,50.0,0.04790,0.1036,-1.74000,0.05190,-0.09300,-0.01740
25.0,-25.0,55.0,0.04110,0.1355,-1.81000,0.03360,-0.11500,-0.04350
25.0,-25.0,60.0,0.02840,0.1713,-1.89500,0.04280,-0.08200,-0.02070
25.0,-25.0,70.0,-0.01210,0.2279,-1.78500,0.05020,-0.43800,0.02700
25.0,-25.0,80.0,-0.02670,0.2595,-1.98000,0.05060,-0.50000,0.01820
25.0,-25.0,90.0,-0.02710,0.2498,-1.92000,0.04860,-0.59200,0.01010
25.0,-20.0,-20.0,-0.11600,0.246,0.74400,0.01060,-0.10600,-0.04420
25.0,-20.0,-15.0,-0.12270,0.2651,0.46100,0.01400,-0.16460,-0.04020
25.0,-20.0,-10.0,-0.13190,0.3185,0.18600,0.01310,-0.21680,-0.04770
25.0,-20.0,-5.0,-0.10930,0.3758,0.09000,0.01860,-0.23700,-0.06170
25.0,-20.0,0.0,-0.09550,0.4208,-0.22000,0.02450,-0.23400,-0.06940
25.0,-20.0,5.0,-0.06310,0.4294,-0.51500,0.03550,-0.21900,-0.06590
25.0,-20.0,10.0,-0.02110,0.4225,-0.76000,0.05510,-0.18800,-0.06530
25.0,-20.0,15.0,0.02040,0.3755,-1.09000,0.06230,-0.18100,-0.04860
25.0,-20.0,20.0,0.05620,0.3383,-1.32000,0.06940,-0.12400,-0.02370
25.0,-20.0,25.0,0.06270,0.3005,-1.57000,0.06350,-0.13200,-0.01320
25.0,-20.0,30.0,0.03230,0.2291,-1.75000,0.01940,-0.18600,0.02730
25.0,-20.0,35.0,0.03090,0.2112,-1.87500,0.03480,-0.18500,0.04990
25.0,-20.0,40.0,0.03310,0.3025,-1.98000,0.02970,-0.11200,0.06980
25.0,-20.0,45.0,0.03410,0.0444,-1.92500,0.04110,-0.08800,0.02260
25.0,-20.0,50.0,0.05130,0.0916,-1.90000,0.03930,-0.09300,-0.00770
25.0,-20.0,55.0,0.03800,0.1795,-1.88000,0.02580,-0.20700,-0.00530
25.0,-20.0,60.0,0.03610,0.2083,-1.96000,0.03210,-0.08500,0.00420
25.0,-20.0,70.0,-0.00570,0.1739,-1.79000,0.03580,-0.42500,0.02520
25.0,-20.0,80.0,-0.02770,0.2165,-1.98000,0.03800,-0.52400,0.01820
25.0,-20.0,90.0,-0.03150,0.1998,-1.87000,0.04070,-0.51300,0.01170
25.0,-15.0,-20.0,-0.11760,0.1844,0.74400,0.02270,-0.13340,-0.04280
25.0,-15.0,-15.0,-0.12920,0.1964,0.46500,0.02090,-0.20200,-0.03240
25.0,-15.0,-10.0,-0.13590,0.2462,0.19500,0.01510,-0.24800,-0.04240
25.0,-15.0,-5.0,-0.11440,0.2818,0.09500,0.02040,-0.25200,-0.05070
25.0,-15.0,0.0,-0.09960,0.3088,-0.23500,0.02150,-0.24700,-0.05600
25.0,-15.0,5.0,-0.06760,0.3124,-0.55500,0.02850,-0.24300,-0.05310
25.0,-15.0,10.0,-0.02410,0.3065,-0.83000,0.04540,-0.21600,-0.05340
25.0,-15.0,15.0,0.01860,0.2875,-1.17000,0.05440,-0.21500,-0.04960
25.0,-15.0,20.0,0.04770,0.2563,-1.43000,0.05580,-0.15400,-0.02840
25.0,-15.0,25.0,0.05570,0.2295,-1.67000,0.05240,-0.13300,-0.01480
25.0,-15.0,30.0,0.02930,0.1411,-1.87000,0.00410,-0.19800,0.02420
25.0,-15.0,35.0,0.02630,0.1472,-1.99500,0.00710,-0.20800,0.05500
25.0,-15.0,40.0,0.03390,0.2135,-2.09500,0.00500,-0.13000,0.07880
25.0,-15.0,45.0,0.03110,0.0894,-2.00000,0.03260,-0.12600,0.05690
25.0,-15.0,50.0,0.04470,0.1556,-2.05000,0.03260,-0.08700,0.01710
25.0,-15.0,55.0,0.04710,0.1725,-1.95000,0.01490,-0.10300,-0.03070
25.0,-15.0,60.0,0.03350,0.1883,-2.02000,0.02630,-0.09100,-0.01370
25.0,-15.0,70.0,-0.00700,0.1469,-1.81000,0.02240,-0.43300,0.01170
25.0,-15.0,80.0,-0.02000,0.1635,-1.96000,0.02870,-0.51400,0.01170
25.0,-15.0,90.0,-0.02290,0.1568,-1.88500,0.03050,-0.59300,0.00360
25.0,-10.0,-20.0,-0.12910,0.1062,0.71100,0.02480,-0.18660,-0.02150
25.0,-10.0,-15.0,-0.13650,0.1332,0.47000,0.01570,-0.26350,-0.02010
25.0,-10.0,-10.0,-0.14030,0.1513,0.20300,0.01390,-0.27400,-0.02770
25.0,-10.0,-5.0,-0.12440,0.1833,0.11100,0.01810,-0.26300,-0.03680
25.0,-10.0,0.0,-0.10150,0.2014,-0.23200,0.01880,-0.24870,-0.04020
25.0,-10.0,5.0,-0.06710,0.2028,-0.56600,0.02200,-0.24290,-0.04060
25.0,-10.0,10.0,-0.02260,0.2016,-0.89200,0.03310,-0.22970,-0.04030
25.0,-10.0,15.0,0.01940,0.1837,-1.20800,0.04350,-0.21860,-0.03570
25.0,-10.0,20.0,0.03230,0.1814,-1.51900,0.04270,-0.22030,-0.03110
25.0,-10.0,25.0,0.03660,0.1643,-1.76300,0.03060,-0.18820,-0.02190
25.0,-10.0,30.0,0.03040,0.0927,-1.98900,-0.00460,-0.19890,0.01110
25.0,-10.0,35.0,0.03070,0.0857,-2.11100,-0.00300,-0.19360,0.04300
25.0,-10.0,40.0,0.03650,0.0748,-2.21600,-0.00020,-0.12480,0.05340
25.0,-10.0,45.0,0.03480,0.0782,-2.13000,0.01870,-0.11570,0.04550
25.0,-10.0,50.0,0.05380,0.0866,-2.15600,0.01920,-0.07450,0.03100
25.0,-10.0,55.0,0.05430,0.1104,-2.04300,0.00160,-0.05880,-0.02310
25.0,-10.0,60.0,0.04870,0.123,-2.11300,0.02190,-0.12510,-0.01370
25.0,-10.0,70.0,0.04100,0.1074,-1.87300,0.01850,-0.33900,-0.00100
25.0,-10.0,80.0,-0.02150,0.1096,-1.91100,0.01790,-0.46330,0.00810
25.0,-10.0,90.0,-0.01560,0.1089,-1.96900,0.02110,-0.56740,0.00600
25.0,-8.0,-20.0,-0.12890,0.085,0.70900,0.01450,-0.21490,-0.01360
25.0,-8.0,-15.0,-0.13970,0.1039,0.47000,0.01050,-0.27920,-0.01540
25.0,-8.0,-10.0,-0.14270,0.1156,0.20500,0.01080,-0.28160,-0.02080
25.0,-8.0,-5.0,-0.13040,0.1449,0.12200,0.01420,-0.26980,-0.02900
25.0,-8.0,0.0,-0.10370,0.1553,-0.22400,0.01470,-0.24860,-0.03110
25.0,-8.0,5.0,-0.06940,0.1607,-0.56300,0.01800,-0.24250,-0.03220
25.0,-8.0,10.0,-0.02540,0.1597,-0.89100,0.02660,-0.22890,-0.03280
25.0,-8.0,15.0,0.01810,0.1473,-1.21500,0.03720,-0.21740,-0.02890
25.0,-8.0,20.0,0.02790,0.1504,-1.55000,0.03320,-0.23110,-0.02700
25.0,-8.0,25.0,0.03160,0.1409,-1.79700,0.02140,-0.21230,-0.01960
25.0,-8.0,30.0,0.04040,0.1057,-2.05800,0.01120,-0.18280,-0.00660
25.0,-8.0,35.0,0.03340,0.0581,-2.15400,-0.00770,-0.17460,0.03820
25.0,-8.0,40.0,0.04070,0.0531,-2.28700,0.00310,-0.11570,0.03720
25.0,-8.0,45.0,0.03730,0.0612,-2.25100,0.01630,-0.10180,0.03630
25.0,-8.0,50.0,0.05280,0.0785,-2.21600,0.01770,-0.08940,0.03070
25.0,-8.0,55.0,0.05080,0.0926,-2.17000,0.00450,-0.08310,-0.01080
25.0,-8.0,60.0,0.04430,0.1051,-2.09400,0.01650,-0.14920,-0.01380
25.0,-8.0,70.0,0.04510,0.0941,-1.94300,0.01750,-0.32310,-0.00390
25.0,-8.0,80.0,-0.02240,0.0871,-1.88100,0.01380,-0.46480,0.00960
25.0,-8.0,90.0,-0.01650,0.0843,-2.07100,0.01800,-0.60300,0.00530
25.0,-6.0,-20.0,-0.12440,0.0677,0.69700,0.01120,-0.21280,-0.00460
25.0,-6.0,-15.0,-0.14060,0.0753,0.47100,0.00660,-0.28680,-0.00950
25.0,-6.0,-10.0,-0.14540,0.076,0.20200,0.00880,-0.28740,-0.01340
25.0,-6.0,-5.0,-0.13160,0.1055,0.12200,0.01110,-0.27340,-0.02080
25.0,-6.0,0.0,-0.10560,0.1138,-0.22400,0.01050,-0.24930,-0.02230
25.0,-6.0,5.0,-0.07150,0.1133,-0.56600,0.01380,-0.24410,-0.02230
25.0,-6.0,10.0,-0.02910,0.1131,-0.91000,0.02080,-0.23910,-0.02330
25.0,-6.0,15.0,0.01540,0.1069,-1.23900,0.03030,-0.22720,-0.01950
25.0,-6.0,20.0,0.02890,0.1116,-1.56400,0.02430,-0.22720,-0.01830
25.0,-6.0,25.0,0.02630,0.1029,-1.79400,0.01740,-0.22640,-0.01590
25.0,-6.0,30.0,0.04190,0.0911,-2.09500,0.01090,-0.17980,-0.00630
25.0,-6.0,35.0,0.04370,0.0651,-2.20000,-0.00020,-0.15030,0.01930
25.0,-6.0,40.0,0.03940,0.0303,-2.26900,0.01060,-0.11820,0.02520
25.0,-6.0,45.0,0.03620,0.0458,-2.28600,0.01410,-0.10550,0.02880
25.0,-6.0,50.0,0.04830,0.0555,-2.20300,0.01510,-0.11980,0.03280
25.0,-6.0,55.0,0.04710,0.0663,-2.18400,0.00660,-0.10950,-0.00220
25.0,-6.0,60.0,0.04420,0.0788,-2.12400,0.01610,-0.15070,-0.01730
25.0,-6.0,70.0,0.06550,0.0765,-2.05900,0.01300,-0.23730,-0.00680
25.0,-6.0,80.0,-0.02230,0.0753,-1.95500,0.01340,-0.47460,0.00990
25.0,-6.0,90.0,-0.01410,0.0658,-2.02900,0.01650,-0.57740,0.00410
25.0,-4.0,-20.0,-0.11580,0.038,0.69700,0.00500,-0.20550,-0.00180
25.0,-4.0,-15.0,-0.14160,0.0442,0.46700,0.00600,-0.29060,-0.00290
25.0,-4.0,-10.0,-0.14800,0.0434,0.20300,0.00340,-0.29520,-0.00730
25.0,-4.0,-5.0,-0.13200,0.0662,0.12200,0.00810,-0.27370,-0.01280
25.0,-4.0,0.0,-0.10650,0.0726,-0.22100,0.00580,-0.24890,-0.01410
25.0,-4.0,5.0,-0.07390,0.0767,-0.57100,0.00990,-0.24760,-0.01270
25.0,-4.0,10.0,-0.03330,0.0748,-0.92400,0.01460,-0.25190,-0.01350
25.0,-4.0,15.0,0.01620,0.0652,-1.25000,0.02130,-0.22830,-0.01070
25.0,-4.0,20.0,0.02630,0.0703,-1.55800,0.01720,-0.22050,-0.00910
25.0,-4.0,25.0,0.02070,0.0654,-1.80600,0.01360,-0.23040,-0.00890
25.0,-4.0,30.0,0.04040,0.063,-2.10700,0.00610,-0.17620,-0.00200
25.0,-4.0,35.0,0.04660,0.0563,-2.24000,0.00850,-0.14330,0.00990
25.0,-4.0,40.0,0.04110,0.036,-2.30100,0.00530,-0.12450,0.01690
25.0,-4.0,45.0,0.03350,0.0398,-2.27000,0.01650,-0.12030,0.01880
25.0,-4.0,50.0,0.04410,0.0399,-2.15800,0.01030,-0.13880,0.01890
25.0,-4.0,55.0,0.04450,0.046,-2.11100,0.00460,-0.07910,-0.00160
25.0,-4.0,60.0,0.04320,0.0546,-2.12400,0.01020,-0.15700,-0.02030
25.0,-4.0,70.0,0.06040,0.0564,-2.27400,0.01120,-0.25470,-0.01320
25.0,-4.0,80.0,-0.01800,0.0498,-2.00500,0.00500,-0.48620,0.00810
25.0,-4.0,90.0,-0.01840,0.0446,-2.03900,0.01160,-0.60210,0.00350
25.0,-2.0,-20.0,-0.11370,0.0186,0.69600,0.00310,-0.20300,0.00010
25.0,-2.0,-15.0,-0.14420,0.0175,0.48300,0.00270,-0.30590,-0.00130
25.0,-2.0,-10.0,-0.15200,0.0161,0.20700,0.00080,-0.30250,-0.00250
25.0,-2.0,-5.0,-0.13330,0.0325,0.12100,0.00390,-0.27380,-0.00610
25.0,-2.0,0.0,-0.10770,0.0371,-0.22700,0.00260,-0.25390,-0.00650
25.0,-2.0,5.0,-0.07750,0.0331,-0.57200,0.00650,-0.25400,-0.00470
25.0,-2.0,10.0,-0.03700,0.0345,-0.93900,0.00740,-0.26260,-0.00610
25.0,-2.0,15.0,0.01980,0.0298,-1.26900,0.01120,-0.22580,-0.00480
25.0,-2.0,20.0,0.02040,0.0332,-1.55500,0.00790,-0.22050,-0.00350
25.0,-2.0,25.0,0.01600,0.0343,-1.82000,0.00610,-0.23370,-0.00330
25.0,-2.0,30.0,0.03850,0.0297,-2.11200,0.00310,-0.17510,0.00090
25.0,-2.0,35.0,0.04580,0.0264,-2.24200,0.00160,-0.14160,0.00690
25.0,-2.0,40.0,0.04070,0.0123,-2.21000,0.00550,-0.14000,0.00730
25.0,-2.0,45.0,0.03380,0.0279,-2.23900,0.01150,-0.12300,0.00890
25.0,-2.0,50.0,0.04440,0.0302,-2.17500,0.00620,-0.13660,0.01200
25.0,-2.0,55.0,0.04500,0.0424,-2.20400,0.00350,-0.11890,0.00650
25.0,-2.0,60.0,0.04510,0.0474,-2.13400,0.00710,-0.15890,-0.00710
25.0,-2.0,70.0,0.06550,0.0371,-2.00000,0.00640,-0.22770,-0.01590
25.0,-2.0,80.0,-0.02020,0.0212,-1.89400,0.00520,-0.46210,0.00560
25.0,-2.0,90.0,-0.01730,0.0203,-2.07000,0.00700,-0.59380,0.00210
25.0,0.0,-20.0,-0.11410,0,0.71000,0.00000,-0.20930,0.00000
25.0,0.0,-15.0,-0.14500,0,0.47600,0.00000,-0.30790,0.00000
25.0,0.0,-10.0,-0.16330,0,0.20500,0.00000,-0.33910,0.00000
25.0,0.0,-5.0,-0.13370,0,0.12500,0.00000,-0.27410,0.00000
25.0,0.0,0.0,-0.10750,0,-0.22800,0.00000,-0.25270,0.00000
25.0,0.0,5.0,-0.07850,0,-0.57800,0.00000,-0.25620,0.00000
25.0,0.0,10.0,-0.03360,0,-0.94600,0.00000,-0.25540,0.00000
25.0,0.0,15.0,0.02120,0,-1.25300,0.00000,-0.21570,0.00000
25.0,0.0,20.0,0.01870,0,-1.55400,0.00000,-0.21650,0.00000
25.0,0.0,25.0,0.01980,0,-1.81400,0.00000,-0.23250,0.00000
25.0,0.0,30.0,0.03810,0,-2.10800,0.00000,-0.17400,0.00000
25.0,0.0,35.0,0.04790,0,-2.24800,0.00000,-0.14010,0.00000
25.0,0.0,40.0,0.04180,0,-2.33700,0.00000,-0.13200,0.00000
25.0,0.0,45.0,0.03630,0,-2.32700,0.00000,-0.11130,0.00000
25.0,0.0,50.0,0.04720,0,-2.26100,0.00000,-0.12340,0.00000
25.0,0.0,55.0,0.04840,0,-2.23100,0.00000,-0.09290,0.00000
25.0,0.0,60.0,0.04600,0,-2.17400,0.00000,-0.15840,0.00000
25.0,0.0,70.0,0.06410,0,-2.25900,0.00000,-0.23030,0.00000
25.0,0.0,80.0,-0.01730,0,-1.89900,0.00000,-0.47160,0.00000
25.0,0.0,90.0,-0.01730,0,-2.06900,0.00000,-0.58860,0.00000
25.0,2.0,-20.0,-0.11640,-0.0232,0.70400,-0.00330,-0.22040,-0.00050
25.0,2.0,-15.0,-0.14480,-0.0188,0.48100,-0.00240,-0.30520,0.00050
25.0,2.0,-10.0,-0.15180,-0.0124,0.20000,-0.00060,-0.29880,0.00180
25.0,2.0,-5.0,-0.13400,-0.042,0.12100,-0.00350,-0.27610,0.00640
25.0,2.0,0.0,-0.10720,-0.0394,-0.23100,-0.00290,-0.25240,0.00690
25.0,2.0,5.0,-0.07870,-0.0383,-0.57800,-0.00610,-0.25890,0.00420
25.0,2.0,10.0,-0.03450,-0.0383,-0.94900,-0.00670,-0.25990,0.00490
25.0,2.0,15.0,0.01570,-0.0383,-1.24000,-0.01100,-0.21840,0.00380
25.0,2.0,20.0,0.01730,-0.0248,-1.56300,-0.01020,-0.21820,0.00280
25.0,2.0,25.0,0.01650,-0.0335,-1.81100,-0.00770,-0.23220,0.00430
25.0,2.0,30.0,0.03740,-0.0306,-2.10600,-0.00380,-0.17320,-0.00100
25.0,2.0,35.0,0.04950,-0.0214,-2.26100,-0.00040,-0.14400,-0.00860
25.0,2.0,40.0,0.04310,-0.032,-2.34500,-0.00540,-0.14110,-0.00840
25.0,2.0,45.0,0.03250,-0.0868,-2.28900,-0.00210,-0.12320,-0.02520
25.0,2.0,50.0,0.04880,-0.0178,-2.26600,-0.00470,-0.12540,-0.00580
25.0,2.0,55.0,0.04420,-0.0087,-2.20300,-0.00780,-0.11860,-0.00260
25.0,2.0,60.0,0.04510,-0.0048,-2.17700,-0.00420,-0.16890,0.00930
25.0,2.0,70.0,0.06770,-0.0113,-2.21100,-0.00640,-0.35050,-0.00390
25.0,2.0,80.0,-0.00460,-0.0203,-2.00900,-0.00280,-0.44740,-0.00100
25.0,2.0,90.0,-0.01680,-0.0263,-2.02600,-0.00080,-0.58390,-0.00020
25.0,4.0,-20.0,-0.11920,-0.0467,0.71500,-0.00810,-0.21760,-0.00030
25.0,4.0,-15.0,-0.14280,-0.0402,0.47200,-0.00490,-0.29330,0.00310
25.0,4.0,-10.0,-0.14820,-0.043,0.19400,-0.00510,-0.29070,0.00750
25.0,4.0,-5.0,-0.13220,-0.0763,0.11400,-0.00710,-0.27820,0.01390
25.0,4.0,0.0,-0.10610,-0.0764,-0.23200,-0.00650,-0.25240,0.01470
25.0,4.0,5.0,-0.07440,-0.0819,-0.59900,-0.01110,-0.25810,0.01240
25.0,4.0,10.0,-0.03260,-0.0786,-0.93600,-0.01580,-0.25300,0.01260
25.0,4.0,15.0,0.01310,-0.077,-1.25500,-0.02190,-0.22970,0.01080
25.0,4.0,20.0,0.02550,-0.0558,-1.54900,-0.02020,-0.21380,0.00520
25.0,4.0,25.0,0.02180,-0.0677,-1.81600,-0.01420,-0.22690,0.01030
25.0,4.0,30.0,0.03790,-0.0647,-2.09400,-0.00720,-0.17820,-0.00060
25.0,4.0,35.0,0.04950,-0.0513,-2.25500,-0.00060,-0.15020,-0.01260
25.0,4.0,40.0,0.04260,-0.0484,-2.32800,-0.00770,-0.14630,-0.01470
25.0,4.0,45.0,0.03400,-0.1048,-2.28800,-0.00790,-0.13040,-0.04030
25.0,4.0,50.0,0.04970,-0.0791,-2.26200,-0.01150,-0.14160,-0.02510
25.0,4.0,55.0,0.03830,-0.0718,-2.10200,-0.01570,-0.15330,-0.00850
25.0,4.0,60.0,0.04330,-0.0571,-2.10300,-0.00810,-0.17730,0.01380
25.0,4.0,70.0,0.07010,-0.03,-1.88500,-0.00970,-0.19310,0.01100
25.0,4.0,80.0,0.02810,-0.0361,-2.01400,-0.00520,-0.39160,0.00420
25.0,4.0,90.0,-0.01850,-0.0418,-2.00500,-0.00170,-0.56730,0.00080
25.0,6.0,-20.0,-0.12000,-0.0747,0.72000,-0.00770,-0.21850,0.00480
25.0,6.0,-15.0,-0.14080,-0.0681,0.47500,-0.00750,-0.28160,0.00930
25.0,6.0,-10.0,-0.14570,-0.0792,0.19800,-0.00760,-0.28250,0.01400
25.0,6.0,-5.0,-0.13090,-0.1177,0.10700,-0.01090,-0.27850,0.02220
25.0,6.0,0.0,-0.10450,-0.1191,-0.23900,-0.01080,-0.25320,0.02300
25.0,6.0,5.0,-0.07040,-0.1233,-0.58800,-0.01430,-0.24820,0.02210
25.0,6.0,10.0,-0.02830,-0.1204,-0.94500,-0.02210,-0.25010,0.02180
25.0,6.0,15.0,0.01360,-0.12,-1.25500,-0.03030,-0.23050,0.02080
25.0,6.0,20.0,0.01830,-0.0984,-1.57700,-0.02150,-0.25890,0.01780
25.0,6.0,25.0,0.02440,-0.1028,-1.79800,-0.02020,-0.22430,0.01790
25.0,6.0,30.0,0.03890,-0.0906,-2.07900,-0.01070,-0.18550,0.00180
25.0,6.0,35.0,0.04870,-0.0806,-2.23100,0.00050,-0.15550,-0.01540
25.0,6.0,40.0,0.03920,-0.0664,-2.27100,-0.00990,-0.15320,-0.02480
25.0,6.0,45.0,0.03420,-0.1365,-2.31200,-0.01050,-0.13500,-0.05110
25.0,6.0,50.0,0.05070,-0.106,-2.25500,-0.01510,-0.14630,-0.04080
25.0,6.0,55.0,0.04100,-0.1065,-2.13500,-0.02150,-0.15230,-0.02230
25.0,6.0,60.0,0.04350,-0.084,-2.15300,-0.01420,-0.19470,0.00670
25.0,6.0,70.0,0.07020,-0.0477,-2.22100,-0.01460,-0.18800,0.00880
25.0,6.0,80.0,0.03110,-0.0655,-2.10100,-0.01010,-0.40820,-0.00430
25.0,6.0,90.0,-0.01830,-0.0611,-2.00000,-0.01980,-0.57000,0.00080
25.0,8.0,-20.0,-0.12400,-0.1078,0.72100,-0.01600,-0.20770,0.00840
25.0,8.0,-15.0,-0.14400,-0.1004,0.47300,-0.00900,-0.27500,0.01450
25.0,8.0,-10.0,-0.14380,-0.1171,0.19800,-0.00960,-0.27940,0.02220
25.0,8.0,-5.0,-0.12800,-0.1575,0.09700,-0.01410,-0.27560,0.03040
25.0,8.0,0.0,-0.10240,-0.1674,-0.24100,-0.01520,-0.25170,0.03190
25.0,8.0,5.0,-0.06880,-0.1705,-0.57700,-0.01860,-0.24280,0.03230
25.0,8.0,10.0,-0.02470,-0.1668,-0.92400,-0.02710,-0.23670,0.03100
25.0,8.0,15.0,0.01580,-0.1642,-1.25700,-0.03790,-0.23100,0.03060
25.0,8.0,20.0,0.01650,-0.1366,-1.57800,-0.02940,-0.27050,0.02680
25.0,8.0,25.0,0.02280,-0.1369,-1.80000,-0.02210,-0.23820,0.02640
25.0,8.0,30.0,0.04170,-0.1159,-2.06600,-0.01280,-0.18750,0.00390
25.0,8.0,35.0,0.04670,-0.0971,-2.19800,0.00290,-0.16160,-0.01810
25.0,8.0,40.0,0.04050,-0.0958,-2.25900,-0.00580,-0.15230,-0.03620
25.0,8.0,45.0,0.03560,-0.1541,-2.28200,-0.01340,-0.14450,-0.06210
25.0,8.0,50.0,0.04870,-0.1177,-2.15300,-0.02300,-0.15080,-0.05430
25.0,8.0,55.0,0.04710,-0.1225,-2.17300,-0.02440,-0.13040,-0.02570
25.0,8.0,60.0,0.04380,-0.1047,-2.17600,-0.01900,-0.19820,-0.00280
25.0,8.0,70.0,0.06360,-0.0715,-2.21200,-0.01810,-0.23710,0.00840
25.0,8.0,80.0,0.00530,-0.0804,-2.01400,-0.01470,-0.42990,0.00160
25.0,8.0,90.0,-0.01300,-0.0836,-2.08500,-0.01300,-0.58850,-0.00080
25.0,10.0,-20.0,-0.12430,-0.1421,0.72100,-0.01860,-0.19460,0.01430
25.0,10.0,-15.0,-0.13970,-0.1317,0.47300,-0.01340,-0.27170,0.01950
25.0,10.0,-10.0,-0.14190,-0.1542,0.20100,-0.01300,-0.27340,0.02770
25.0,10.0,-5.0,-0.12430,-0.2072,0.10100,-0.01750,-0.26320,0.03990
25.0,10.0,0.0,-0.10030,-0.2134,-0.24400,-0.01880,-0.24910,0.04080
25.0,10.0,5.0,-0.06690,-0.2173,-0.57900,-0.02280,-0.24270,0.04150
25.0,10.0,10.0,-0.02360,-0.2171,-0.91300,-0.03320,-0.23300,0.04000
25.0,10.0,15.0,0.01790,-0.2056,-1.24500,-0.04540,-0.21900,0.03810
25.0,10.0,20.0,0.01190,-0.1729,-1.56300,-0.03940,-0.27510,0.03320
25.0,10.0,25.0,0.02140,-0.1692,-1.78500,-0.02770,-0.24650,0.03110
25.0,10.0,30.0,0.04460,-0.1353,-2.04300,-0.01560,-0.18520,0.00180
25.0,10.0,35.0,0.04340,-0.1022,-2.15500,0.00860,-0.16940,-0.02880
25.0,10.0,40.0,0.03810,-0.1075,-2.22900,-0.00680,-0.15620,-0.04800
25.0,10.0,45.0,0.03380,-0.183,-2.23200,-0.01490,-0.14880,-0.07120
25.0,10.0,50.0,0.04950,-0.1508,-2.20100,-0.02580,-0.14210,-0.06640
25.0,10.0,55.0,0.05220,-0.1468,-2.10700,-0.02320,-0.11580,-0.02440
25.0,10.0,60.0,0.04160,-0.1242,-2.14400,-0.02110,-0.21500,-0.00730
25.0,10.0,70.0,0.05460,-0.0859,-2.12500,-0.02090,-0.27010,0.00690
25.0,10.0,80.0,-0.02100,-0.1027,-1.82500,-0.01940,-0.45930,-0.00350
25.0,10.0,90.0,-0.01570,-0.1068,-2.00700,-0.01500,-0.56960,-0.00080
25.0,15.0,-20.0,-0.11280,-0.2221,0.75000,-0.01670,-0.13300,0.03560
25.0,15.0,-15.0,-0.13240,-0.193,0.46500,-0.01930,-0.20800,0.03190
25.0,15.0,-10.0,-0.13750,-0.2482,0.18500,-0.01400,-0.24600,0.04210
25.0,15.0,-5.0,-0.11430,-0.3041,0.08100,-0.02030,-0.25270,0.05360
25.0,15.0,0.0,-0.09840,-0.3198,-0.24400,-0.02150,-0.24910,0.05650
25.0,15.0,5.0,-0.06740,-0.3257,-0.55900,-0.02930,-0.24340,0.05670
25.0,15.0,10.0,-0.02510,-0.3204,-0.87600,-0.04410,-0.22200,0.05310
25.0,15.0,15.0,0.01710,-0.3091,-1.19800,-0.05600,-0.21750,0.05100
25.0,15.0,20.0,0.02730,-0.2479,-1.45300,-0.05200,-0.21110,0.03050
25.0,15.0,25.0,0.04050,-0.2337,-1.66100,-0.04930,-0.18280,0.02390
25.0,15.0,30.0,0.04350,-0.1841,-1.94300,-0.02410,-0.18240,-0.01110
25.0,15.0,35.0,0.03900,-0.1632,-2.03700,-0.00130,-0.18250,-0.04560
25.0,15.0,40.0,0.03550,-0.1539,-2.08900,-0.01200,-0.16360,-0.07330
